measuring PROFILE overhead..done
  seconds  |     gc     |      consed     |    calls    |  sec/call  |  name  
     0.000 |      0.000 |         196,576 |         364 |   0.000000 | LISA::RECORD-NODE
     0.000 |      0.020 |     311,284,624 |   2,030,000 |   0.000000 | LISA::CONFLICT-SET
     0.000 |      0.000 |      48,492,576 |      70,000 |   0.000000 | LISA::MAKE-FACT-FROM-TEMPLATE
     0.000 |      0.130 |  10,947,011,424 |  26,155,000 |   0.000000 | LISA::ACCEPT-TOKEN
     0.000 |      0.000 |               0 |          31 |   0.000000 | LISA::COMPILE-RULE-INTO-NETWORK
     0.000 |      0.000 |               0 |          31 |   0.000000 | LISA::MAKE-RULE-ACTIONS
     0.000 |      0.000 |      56,680,144 |     580,000 |   0.000000 | LISA::ASSERT-FACT
     0.000 |      0.000 |               0 |     675,000 |   0.000000 | LISA::RULE-AUTO-FOCUS
     0.000 |      0.000 |          65,536 |          31 |   0.000000 | LISA::PARSE-RULE-BODY
     0.000 |      0.000 |               0 |          31 |   0.000000 | LISA::COMPILE-RULE
     0.000 |      0.129 |   2,804,147,056 |  14,195,000 |   0.000000 | LISA::PASS-TOKEN-ON-RIGHT
     0.000 |      0.000 |               0 |      10,000 |   0.000000 | LISA::INITIAL-CONTEXT
     0.000 |      0.000 |      24,504,480 |   1,360,000 |   0.000000 | LISA::CONTEXT-STRATEGY
     0.000 |      0.000 |               0 |           4 |   0.000000 | LISA::PARSE-ONE-SLOT-CONSTRAINT
     0.000 |      0.075 |   1,141,984,736 |   5,555,000 |   0.000000 | LISA::COMBINE-TOKENS
     0.000 |      0.064 |   1,407,719,088 |   3,440,000 |   0.000000 | LISA::MAKE-REMOVE-TOKEN
     0.000 |      0.018 |     526,214,816 |     675,000 |   0.000000 | LISA::INSERT-ACTIVATION
     0.000 |      0.037 |   2,619,677,744 |   7,465,000 |   0.000000 | LISA::ADD-TOKEN-TO-RIGHT-MEMORY
     0.000 |      0.000 |     670,768,704 |   1,380,000 |   0.000000 | LISA::FIND-ACTIVATION-BINDING
     0.000 |      0.000 |      55,107,168 |     580,000 |   0.000000 | LISA::ADD-FACT-TO-NETWORK
     0.000 |      0.000 |               0 |          31 |   0.000000 | LISA::COMPILE-RULE-BEHAVIOR
     0.000 |      0.000 |     927,109,552 |   2,900,000 |   0.000000 | LISA::REMOVE-TOKENS-FROM-LEFT-MEMORY
     0.000 |      0.000 |               0 |       5,000 |   0.000000 | LISA::ASSERT-AUTOFACTS
     0.000 |      0.000 |               0 |          31 |   0.000000 | LISA::REDEFINE-DEFRULE
     0.000 |      0.000 |      14,219,488 |     270,000 |   0.000000 | LISA::DISABLE-ACTIVATION
     0.000 |      0.020 |      36,566,640 |     680,000 |   0.000000 | LISA::NEXT-ACTIVATION
     0.000 |      0.061 |   4,655,345,216 |  13,825,000 |   0.000000 | LISA::TEST-AGAINST-LEFT-MEMORY
     0.000 |      0.690 |  25,615,799,104 |  23,680,000 |   0.000000 | LISA::REPLICATE-TOKEN
     0.000 |      0.000 |   1,311,251,184 |   1,080,000 |   0.000000 | LISA::ADD-TOKEN-TO-NETWORK
     0.000 |      0.000 |               0 |         135 |   0.000000 | LISA::PARSE-GENERIC-PATTERN
     0.000 |      0.000 |     154,013,728 |     580,000 |   0.000000 | LISA::ADJUST-BELIEF
     0.000 |      0.000 |     513,726,816 |   5,580,052 |   0.000000 | LISA::FACT-CLOS-INSTANCE
     0.000 |      0.000 |               0 |       5,000 |   0.000000 | LISA::RESET-ENGINE
     0.000 |      0.000 |      22,345,152 |     580,000 |   0.000000 | LISA::DUPLICATE-FACT-P
     0.000 |      0.000 |      72,016,912 |     580,000 |   0.000000 | LISA::ASSERT-FACT-AUX
     0.000 |      0.000 |         131,072 |         232 |   0.000000 | LISA::PARSE-ONE-SLOT
     0.000 |      0.000 |               0 |           3 |   0.000000 | LISA::MAKE-INTRA-PATTERN-CONSTRAINT-TEST
     0.000 |      0.000 |     376,424,112 |       5,000 |   0.000000 | LISA::RUN-ENGINE
     0.000 |      0.000 |               0 |         105 |   0.000000 | LISA::MAKE-ROOT-NODE
     0.000 |      0.000 |         131,072 |         154 |   0.000000 | LISA::MAKE-INTRA-PATTERN-NODE
     0.000 |      0.000 |     616,277,952 |     285,014 |   0.000000 | LISA::MAKE-FACT
     0.000 |      0.000 |               0 |          18 |   0.000000 | LISA::PARSE-NOT-PATTERN
     0.000 |      0.000 |          65,520 |         238 |   0.000000 | LISA::SLOT-VALUE-IS-ATOM-P
     0.000 |      0.000 |               0 |          31 |   0.000000 | LISA::DEFINE-RULE
     0.000 |      0.000 |               0 |       5,000 |   0.000000 | LISA::RESET-NETWORK
     0.000 |      0.000 |     194,594,400 |       5,000 |   0.000000 | LISA::SET-INITIAL-STATE
     0.000 |      0.055 |   2,857,581,408 |  14,195,000 |   0.000000 | LISA::ENTER-JOIN-NETWORK-FROM-RIGHT
     0.000 |      0.000 |               0 |       5,000 |   0.000000 | LISA::CLEAR-CONTEXTS
     0.000 |      0.137 |   2,706,980,096 |  14,195,000 |   0.000000 | LISA::ACCEPT-TOKEN-FROM-RIGHT
     0.000 |      0.000 |      25,096,864 |     405,000 |   0.000000 | LISA::RETE-FIRING-COUNT
     0.000 |      0.020 |     675,120,368 |   6,185,000 |   0.000000 | LISA::PASS-TOKENS-ON-LEFT
     0.000 |      0.040 |   1,846,121,424 |   6,360,000 |   0.000000 | LISA::REMOVE-TOKEN-FROM-RIGHT-MEMORY
     0.000 |      0.000 |               0 |         144 |   0.000000 | LISA::FIND-OR-SET-SLOT-BINDING
     0.000 |      0.018 |     112,180,400 |     285,014 |   0.000000 | LISA::INITIALIZE-FACT-FROM-TEMPLATE
     0.000 |      0.034 |   1,590,555,136 |   5,925,000 |   0.000000 | LISA::CALL-SUCCESSOR
     0.000 |      0.000 |               0 |          30 |   0.000000 | LISA::SET-PATTERN-BINDING
     0.000 |      0.000 |     356,649,648 |   1,350,000 |   0.000000 | LISA::ADD-ACTIVATION
     0.000 |      0.000 |     206,964,256 |     495,000 |   0.000000 | LISA::REMOVE-FACT-FROM-NETWORK
     0.000 |      0.020 |   1,376,069,984 |   5,925,000 |   0.000000 | LISA::PASS-TOKENS-TO-SUCCESSOR
     0.000 |      0.000 |               0 |          74 |   0.000000 | LISA::ADD-JOIN-NODE-TESTS
     0.000 |      0.086 |  10,696,998,016 |  15,355,000 |   0.000000 | LISA::PASS-TOKEN-TO-SUCCESSORS
     0.000 |      0.000 |      85,451,440 |     675,000 |   0.000000 | LISA::BIND-RULE-ACTIVATION
     0.000 |      0.135 |   2,366,689,168 |  21,835,000 |   0.000000 | LISA::PASS-TOKEN
-------------------------------------------------------------------
    36.294 |      5.423 | 141,531,969,120 | 923,247,076 |            | Total

estimated total profiling overhead: 838.09 seconds
overhead estimation parameters:
  1.155e-8s/call, 9.07768e-7s total profiling, 4.20854e-7s internal profiling

These functions were not called:
 LISA::ACTIVATION-FACT-LIST LISA::ACTIVE-ENGINE LISA:ACTIVE-NETWORK
 LISA::ACTIVE-TOKENS LISA::ADD-LOGICAL-DEPENDENCY LISA::ADD-NODE-SET
 LISA:AGENDA LISA:ALLOW-DUPLICATE-FACTS LISA:ASSERT-INSTANCE
 LISA::BIND-LOGICAL-DEPENDENCIES (SETF LISA::BINDING-ADDRESS)
 LISA::BINDING-ADDRESS (SETF LISA::BINDING-SLOT-NAME)
 LISA::BINDING-SLOT-NAME (SETF LISA::BINDING-VARIABLE)
 LISA::BINDING-VARIABLE LISA::BOUND-PATTERN-P
 LISA::BUILD-LAMBDA-EXPRESSION LISA:CLEAR LISA::CLEAR-CONTEXT
 LISA::CLEAR-ENVIRONMENT-HANDLERS LISA::CLEAR-FOCUS-STACK
 LISA::CLEAR-NODE-TEST-TABLE LISA::CLEAR-SYSTEM-ENVIRONMENT
 LISA::COMPOUND-PATTERN-P LISA:CONSIDER-TAXONOMY
 LISA::CONTEXT-ACTIVATION-LIST LISA::CONTEXT-RULE-LIST LISA:CONTEXTS
 LISA::COPY-BINDING LISA::COPY-FACT-META-OBJECT LISA::COPY-NETWORK
 LISA::COPY-NODE-TEST-TABLE LISA::COPY-PARSED-PATTERN
 LISA::COPY-PATTERN-SLOT LISA::COPY-RULE LISA::COPY-RULE-ACTIONS
